endTime,artistName,trackName,msPlayed
2022-06-24 17:38,Taylor Swift,august,261804
2022-06-24 17:42,Birdy,Deep End,208700
2022-06-24 17:48,Bon Iver,Rosyln,289436
2022-06-24 17:51,Madison Beer,Selfish,223213
2022-06-24 17:55,Hannah Montana,I'll Always Remember You,233244
2022-06-24 17:58,One Direction,Over Again,181974
2022-06-24 18:01,Noah Cyrus,July,155805
2022-06-25 12:38,Harry Styles,From the Dining Table,30394
2022-06-25 12:41,Alfie Templeman,Just Below The Above,194188
2022-06-25 12:44,Alfie Templeman,A Western,175937
2022-06-25 12:47,Alfie Templeman,Best Feeling,182183
2022-06-25 12:50,Alfie Templeman,Do It,182369
2022-06-25 12:53,Alfie Templeman,You're a Liar,165604
2022-06-25 12:57,Alfie Templeman,Take Some Time Away,224606
2022-06-25 13:01,Alfie Templeman,3D Feelings,197694
2022-06-25 13:04,Alfie Templeman,Colour Me Blue,5857
2022-06-25 13:04,Alfie Templeman,Colour Me Blue,192214
2022-06-25 13:07,Alfie Templeman,A Western,176037
2022-06-25 13:11,Alfie Templeman,Leaving Today,252786
2022-06-25 13:14,Alfie Templeman,Best Feeling,182231
2022-06-25 13:17,Alfie Templeman,Folding Mountains,167698
2022-06-25 13:20,Alfie Templeman,Do It,182746
2022-06-25 13:23,Alfie Templeman,3D Feelings,197811
2022-06-25 13:26,Alfie Templeman,Broken,192648
2022-06-25 13:30,Alfie Templeman,Galaxy,189509
2022-06-25 13:33,Alfie Templeman,Just Below The Above,194316
2022-06-25 13:36,Alfie Templeman,You're a Liar,165674
2022-06-25 13:38,Alfie Templeman,Candyfloss,168447
2022-06-25 13:42,Alfie Templeman,Take Some Time Away,224679
2022-06-25 13:46,Alfie Templeman,Mellow Moon,212132
2022-06-25 13:49,Alfie Templeman,Things I Thought Were Mine,193165
2022-06-25 13:54,Dayglow,Can I Call You Tonight?,278769
2022-06-25 13:59,Parcels,Gamesofluck,348093
2022-06-25 14:02,Still Woozy,That's Life,147653
2022-06-25 14:06,HONEYMOAN,Low Blow,237293
2022-06-25 14:09,Alfie Templeman,Forever Isn't Long Enough,203602
2022-06-25 14:13,Parcels,Somethinggreater - Single Version,209099
2022-06-25 14:15,Dayglow,Balcony,151266
2022-06-25 14:18,COIN,Killing Me,165773
2022-06-25 14:21,Big Wild,6's to 9's - Day Wave Remix,164932
2022-06-25 14:24,BENEE,Beach Boy,192694
2022-06-25 14:26,Alfie Templeman,Wish I Was Younger,127863
2022-06-25 14:30,chloe moriondo,Dizzy (feat. Thomas Headon and Alfie Templeman),158240
2022-06-25 14:36,Goth Babe,I Wanna Help Your Mind,171937
2022-06-25 14:38,JAWNY,Anything You Want,123556
2022-06-25 14:41,dexter in the newsagent,Still Got Time,181293
2022-06-25 14:45,Sycco,Dribble,240837
2022-06-25 14:48,Kid Bloom,Electric U,171696
2022-06-25 14:51,Alfie Templeman,Broken,192648
2022-06-25 14:53,Still Woozy,Window,139293
2022-06-25 14:57,Jungle,Bonnie Hill,191786
2022-06-25 15:00,Bakar,Hell N Back,213573
2022-06-25 15:04,Foster The People,Pumped Up Kicks - Gus Dapperton Version,232200
2022-06-25 15:06,RAC,Passion,132746
2022-06-25 15:10,NEIL FRANCES,Tell Me,198000
2022-06-25 15:30,Alfie Templeman,Everybody's Gonna Love Somebody,156490
2022-06-25 15:34,Jungle,Keep Moving,240880
2022-06-25 15:36,Still Woozy,Get By,146813
2022-06-25 15:40,Swaine Delgado,Friday (feat. Ralph Castelli),231937
2022-06-25 15:44,Goth Babe,Weekend Friend,209454
2022-06-25 15:48,Daily J,Left Me Like Summer,285003
2022-06-25 15:52,LEISURE,Lonely Nights,200093
2022-06-25 15:55,Alfie Templeman,A Western,176037
2022-06-25 15:58,Jungle,Romeo (feat. Bas),166200
2022-06-25 16:00,Peach Tree Rascals,Fumari,120000
2022-06-25 16:01,Dayglow,Something,114320
2022-06-25 16:06,Some Sprouts,Aloe Vera (Clear My Mind),163327
2022-06-25 16:09,NEIL FRANCES,where I become someone,188108
2022-06-25 16:13,Jadu Heart,I'm a Kid,206500
2022-06-25 16:15,Alfie Templeman,Candyfloss,168447
2022-06-25 16:19,Oscar Scheller,Half Eaten,198932
2022-06-25 16:43,Bakar,The Mission,129775
2022-06-25 17:45,Emanero,BANDIDO,254513
2022-06-25 17:45,Rei,Tu Turrito,15116
2022-06-25 17:49,TINI,Fantasi,158011
2022-06-25 17:56,MYA,2:50 Remix,231572
2022-06-25 17:59,Alvaro Diaz,Problemón,192563
2022-06-26 14:08,Dean Lewis,Be Alright,1870
2022-06-26 14:08,Becky G,MAMIII,211928
2022-06-26 14:12,Dean Lewis,Be Alright,196301
2022-06-26 14:14,James Arthur,Train Wreck,140387
2022-06-26 14:15,Jeremy Zucker,you were good to me,0
2022-06-26 14:18,Billie Eilish,lovely (with Khalid),199947
2022-06-26 14:19,Taylor Swift,All Too Well (Taylor's Version),0
2022-06-26 14:22,Miley Cyrus,Angels Like You,196371
2022-06-26 14:28,Conan Gray,Heather,0
2022-06-26 14:28,Ruth B.,Dandelions,220101
2022-06-26 14:32,Tate McRae,feel like shit,203290
2022-06-26 14:34,Justin Bieber,Lonely (with benny blanco),149141
2022-06-26 14:37,Sasha Alex Sloan,Dancing With Your Ghost,197671
2022-06-26 14:40,TINI,Carne y Hueso,177957
2022-06-26 14:45,Olivia Rodrigo,drivers license,241951
2022-06-26 14:48,Dean Lewis,Looks Like Me,189916
2022-06-26 14:53,Taylor Swift,All Too Well (Taylor's Version),329096
2022-06-26 14:57,Benson Boone,GHOST TOWN,193631
2022-06-26 15:00,Duncan Laurence,Arcade,184946
2022-06-26 15:03,Tate McRae,chaotic,175426
2022-06-26 15:06,Kevin Kaarl,Colapso,30232
2022-06-26 15:06,Maria Becerra,Episodios,171572
2022-06-26 15:10,Olivia Rodrigo,deja vu,215457
2022-06-26 15:13,Billie Eilish,Bored,179931
2022-06-26 15:16,Lauren Spencer Smith,Fingers Crossed,175287
2022-06-26 15:19,Jeremy Zucker,you were good to me,219057
2022-06-26 15:23,Dylan Conrique,birthday cake,205078
2022-06-26 15:26,Natalie Taylor,Iris,169946
2022-06-26 15:29,ROSIE,Never the 1,171827
2022-06-26 15:34,Billie Eilish,Happier Than Ever,298817
2022-06-26 15:36,Justin Bieber,Ghost,152973
2022-06-26 15:39,Duncan Laurence,Arcade (feat. FLETCHER),187338
2022-06-26 15:43,Jaymes Young,Infinity,237679
2022-06-26 15:47,SYML,Where's My Love,201943
2022-06-26 15:50,Novo Amor,State Lines,207957
2022-06-26 15:54,Giveon,Heartbreak Anniversary,197996
2022-06-26 15:57,James TW,Hopeless Romantics,178979
2022-06-26 16:00,James Arthur,Train Wreck,208770
2022-06-26 16:04,Tom Odell,Heal,192841
2022-06-26 16:06,The Kid LAROI,WITHOUT YOU,161239
2022-06-26 16:11,Ed Sheeran,Photograph,258902
2022-06-26 16:14,Sara Kays,Remember That Night?,227137
2022-06-26 16:17,Billie Eilish,watch,177470
2022-06-26 16:21,Little Mix,Love Me or Leave Me,206355
2022-06-26 16:25,Ashe,Till Forever Falls Apart,222632
2022-06-26 16:28,Maria Becerra,Felices x Siempre,199598
2022-06-26 16:31,Sam Smith,Like I Can,166974
2022-06-26 16:35,Hailee Steinfeld,Wrong Direction,248871
2022-06-26 16:38,Kodaline,Brother - Acoustic,202222
2022-06-26 16:42,Ashe,Moral of the Story,200829
2022-06-26 16:48,Harry Styles,Sign of the Times,340033
2022-06-26 16:51,Tom Rosenthal,Lights Are On,193607
2022-06-27 19:50,Justin Bieber,Ghost,152856
2022-06-27 19:54,Olivia Rodrigo,drivers license,241951
2022-06-27 19:58,Lady Gaga,Hold My Hand,225233
2022-06-27 20:01,Sam Smith,Like I Can,166905
2022-06-27 20:05,Coldplay,My Universe,227648
2022-06-27 20:08,Lauren Spencer Smith,Fingers Crossed,175287
2022-06-27 20:11,Benson Boone,GHOST TOWN,193607
2022-06-27 20:14,Duncan Laurence,Arcade,183576
2022-06-27 20:17,Tate McRae,you broke me first,169203
2022-06-27 20:20,OneRepublic,Someday,187710
2022-06-27 20:24,James Arthur,September,219939
2022-06-27 20:27,Conan Gray,Heather,197973
2022-06-27 20:30,Giveon,Heartbreak Anniversary,198321
2022-06-27 20:34,Zoe Wees,Control,229947
2022-06-27 20:38,Sam Smith,Diamonds,213786
2022-06-27 20:42,Tom Odell,Another Love,244227
2022-06-27 20:46,Selena Gomez,Lose You To Love Me,206402
2022-06-27 20:49,Taylor Swift,willow,214552
2022-06-27 20:53,Katy Perry,Unconditionally,228809
2022-06-27 20:57,James Arthur,Rewrite The Stars (with James Arthur & Anne-Marie),218244
2022-06-27 21:00,Lewis Capaldi,Before You Go,214923
2022-06-27 21:04,Giveon,For Tonight,193700
2022-06-27 21:08,Taylor Swift,Love Story (Taylor’s Version),235612
2022-06-27 21:11,Harry Styles,Adore You,207029
2022-06-27 21:15,JP Saxe,If the World Was Ending (feat. Julia Michaels),208631
2022-06-27 21:18,Alexander 23,IDK You Yet,184575
2022-06-27 21:22,Forest Blakk,Fall Into Me,225906
2022-06-27 21:26,One Direction,Story of My Life,245434
2022-06-27 21:29,Billie Eilish,lovely (with Khalid),199923
2022-06-27 21:32,Noah Kahan,Someone Like You (feat. Joy Oladokun),186433
2022-06-27 21:36,Ariana Grande,Stuck with U (with Justin Bieber),228345
2022-06-27 21:40,Forest Blakk,If You Love Her,217292
2022-06-27 21:43,Harry Styles,Watermelon Sugar,173894
2022-06-27 21:46,MAX,Butterflies,191193
2022-06-27 21:49,Ed Sheeran,Afterglow,185364
2022-06-27 21:53,Tom Grennan,Little Bit of Love,226208
2022-06-27 21:56,Ali Gatie,It's You,212555
2022-06-27 21:59,Natalie Taylor,Surrender,183042
2022-06-27 22:03,Lewis Capaldi,Hold Me While You Wait,205519
2022-06-27 22:07,The Neighbourhood,Sweater Weather,239815
2022-06-27 22:11,Adele,Set Fire to the Rain,242602
2022-06-27 22:14,Ben Platt,imagine,164141
2022-06-27 22:17,Kygo,Lose Somebody,199389
2022-06-27 22:22,Coldplay,Yellow,266681
2022-06-27 22:25,Katy Perry,Part Of Me,216108
2022-06-27 22:30,Adele,When We Were Young,289947
2022-06-27 22:33,P!nk,Cover Me In Sunshine,140875
2022-06-27 22:38,Harry Styles,Sign of the Times,340033
2022-06-27 22:42,Taylor Swift,Lover,221239
2022-06-27 22:46,James Arthur,Falling Like The Stars,212671
2022-06-27 22:49,Sam Fischer,This City,194792
2022-06-27 22:53,Ed Sheeran,Photograph,258925
2022-06-27 22:57,Charlie Puth,We Don't Talk Anymore (feat. Selena Gomez),217338
2022-06-27 23:00,Shawn Mendes,Stitches,206820
2022-06-27 23:04,Sam Smith,Too Good At Goodbyes,200945
2022-06-27 23:08,Alessia Cara,Out Of Love,227578
2022-06-27 23:11,Lewis Capaldi,Someone You Loved,182090
2022-06-27 23:14,James Arthur,Say You Won't Let Go,211394
2022-06-27 23:18,Halsey,Without Me,201595
2022-06-27 23:22,Rihanna,Stay,239838
2022-06-27 23:25,Ryan Hurd,Chasing After You (with Maren Morris),207609
2022-06-27 23:29,Shawn Mendes,Mercy,208677
2022-06-27 23:32,Maroon 5,Girls Like You,215040
2022-06-27 23:36,Harry Styles,Sweet Creature,224838
2022-06-27 23:41,Christina Perri,A Thousand Years,284978
2022-06-27 23:44,Lauv,I Like Me Better,197369
2022-06-27 23:48,Gabby Barrett,I Hope,209931
2022-06-27 23:53,Coldplay,Paradise,278569
2022-06-27 23:57,Bruno Mars,It Will Rain,257578
2022-06-28 0:02,Adele,Someone Like You,285187
2022-06-28 0:05,Lady Gaga,Always Remember Us This Way,209931
2022-06-28 0:10,Ed Sheeran,Perfect,263337
2022-06-28 0:13,Maroon 5,Memories,189428
2022-06-28 0:16,Dean Lewis,Be Alright,196324
2022-06-28 0:21,OneRepublic,Counting Stars,257671
2022-06-28 0:24,Adele,Rolling in the Deep,228043
2022-06-28 0:28,John Legend,Wild (feat. Gary Clark Jr.),196812
2022-06-28 0:32,Justin Bieber,Love Yourself,233523
2022-06-28 18:44,MAGIC!,Rude,30069
2022-06-28 18:47,Maria Becerra,OJALÁ,159939
2022-06-28 18:50,Emilia,intoxicao,167880
2022-06-28 18:53,Tiago PZK,Nos Comemos (feat. Ozuna),191030
2022-06-28 18:56,Duki,Perreo Bendito,159521
2022-06-28 18:59,TINI,La Triple T,167508
2022-06-28 19:02,Cazzu,Maléfica,182857
2022-06-28 19:05,Shakira,Te Felicito,172129
2022-06-28 19:08,Luck Ra,Te Mentiría Remix,172199
2022-06-28 19:11,Duki,Antes de Perderte,176680
2022-06-28 19:15,Bad Bunny,Tití Me Preguntó,243670
2022-06-28 19:17,Emilia,cuatro veinte,133770
2022-06-28 19:21,Emanero,BANDIDO,254606
2022-06-28 19:24,Cris Mj,Una Noche en Medellín,153600
2022-06-28 19:28,Sofía Reyes,Marte,218383
2022-06-28 19:31,WOS,ARRANCARMELO,183484
2022-06-28 19:34,Bizarrap,"Villano Antillano: Bzrp Music Sessions, Vol. 51",187338
2022-06-28 19:38,Bad Bunny,Moscow Mule,245829
2022-06-28 19:42,KAROL G,PROVENZA,209931
2022-06-28 19:45,Duki,Si Quieren Frontear,199947
2022-06-29 11:33,Becky G,MAMIII,6594
2022-06-29 11:37,Bad Bunny,Ojitos Lindos,258298
2022-06-29 11:40,La K'onga,Universo Paralelo,24130
2022-06-29 11:40,WOS,ARRANCARMELO,183547
2022-06-29 11:44,Duki,Si Quieren Frontear,200337
2022-06-29 11:46,TINI,Fantasi,158080
2022-06-29 11:51,Rei,Tu Turrito,5883
2022-06-29 11:51,Tiago PZK,Entre Nosotros (Remix) [con Nicki Nicole],260000
2022-06-29 11:54,Luck Ra,Te Mentiría Remix,172259
2022-06-29 11:56,TINI,Bar,160212
2022-06-29 11:59,Harry Styles,As It Was,167303
2022-06-29 12:03,Polimá Westcoast,ULTRA SOLO,227220
2022-06-29 12:07,KAROL G,PROVENZA,210200
2022-06-29 12:10,TINI,Carne y Hueso,178309
2022-06-29 12:14,Bizarrap,"Paulo Londra: Bzrp Music Sessions, Vol. 23",258541
2022-06-29 12:18,Rauw Alejandro,Desesperados,224996
2022-06-29 12:20,Maria Becerra,OJALÁ,160482
2022-06-29 12:24,Maria Becerra,Felices x Siempre,199656
2022-06-29 12:25,Shakira,Te Felicito,3297
2022-06-29 12:25,Duki,Perreo Bendito,103878
2022-06-29 12:25,Becky G,MAMIII,1114
2022-06-29 12:25,Los Ángeles Azules,Otra Noche,1927
2022-06-29 12:28,Shakira,Te Felicito,172235
2022-06-29 12:32,Becky G,MAMIII,226093
2022-06-29 12:35,Paulo Londra,Plan A,178202
2022-06-29 12:39,Emanero,BANDIDO,223220
2022-06-29 17:18,Emanero,BANDIDO,6965
2022-06-29 17:21,Madilyn Bailey,Dusk Till Dawn,194000
2022-06-29 17:25,Tom Odell,Another Love,244360
2022-06-29 17:29,Lewis Capaldi,Bruises,220492
2022-06-29 17:32,Sam Fischer,This City,194853
2022-06-29 17:36,Nathan Ball,Crazy - Acoustic,201196
2022-06-29 17:39,Dean Lewis,Looks Like Me,190527
2022-06-29 17:43,Olivia Rodrigo,All I Want,177322
2022-06-29 17:46,Justin Bieber,Unstable (feat. The Kid LAROI),158324
2022-06-29 17:49,Billie Eilish,Bored,180933
2022-06-29 17:49,James Arthur,Falling Like The Stars,4301
2022-06-29 17:52,Olivia Rodrigo,"All I Want - From ""High School Musical: The Musical: The Series""",177322
2022-06-29 17:56,Jeremy Zucker,you were good to me,219146
2022-06-29 17:56,Ruth B.,Dandelions - slowed + reverb,3297
2022-06-29 17:56,Alexander 23,IDK You Yet,15056
2022-06-29 18:00,Kelly Clarkson,Happier Than Ever,254725
2022-06-29 18:04,Sam Smith,Lay Me Down,219535
2022-06-29 18:05,Tate McRae,i'm so gone,35369
2022-07-1 22:19,Ivan Armesto,Ahora Dice Nos Comemos - Remix,5354
2022-07-1 22:19,LOUTA,QUEREME,1068
2022-07-1 22:19,We Are Fine,Ojalá,2581
2022-07-1 22:19,We Are Fine,Ojalá,8405
2022-07-1 22:21,We Are Fine,Ojalá,129219
2022-07-1 22:25,Rauw Alejandro,Desesperados,223967
2022-07-1 22:29,Tiago PZK,Entre Nosotros (Remix) [con Nicki Nicole],258914
2022-07-1 22:32,MYA,BB,155650
2022-07-1 22:34,Salastkbron,TITAN,121659
2022-07-1 22:38,Tibau Mascheroni,Bolsita De Dior Cuando Sale (Cayo La Noche),211661
2022-07-1 22:41,Bad Bunny,Yonaguni,205862
2022-07-1 22:43,Salastkbron,TURROMANTIKO,130492
2022-07-1 22:47,Bad Bunny,Ojitos Lindos,219922
2022-07-1 23:42,Zion & Lennox,Berlin,104640
2022-07-2 13:44,Justin Bieber,Sorry,2581
2022-07-2 14:34,Justin Bieber,Sorry,197970
2022-07-2 14:35,Justin Bieber,Sorry,532
2022-07-2 14:39,Morat,No Se Va,12794
2022-07-2 14:39,JP Saxe,A Little Bit Yours,227508
2022-07-2 15:32,Morat,No Se Va,1465
2022-07-2 15:32,Seafret,Atlantis,2438
2022-07-2 15:35,Natalie Taylor,Iris,170260
2022-07-2 15:35,Harry Styles,Falling,4096
2022-07-2 15:39,Seafret,Atlantis,228287
2022-07-2 15:44,Adele,Someone Like You,284075
2022-07-2 15:47,Madison Beer,Selfish,222421
2022-07-2 15:51,Olivia Rodrigo,traitor,228399
2022-07-2 15:54,Benson Boone,GHOST TOWN,192897
2022-07-2 15:57,Tate McRae,you broke me first,168640
2022-07-2 15:59,Olivia Rodrigo,deja vu,129172
2022-07-2 16:00,Lil Uzi Vert,The Way Life Goes (feat. Nicki Minaj & Oh Wonder) - Remix,1110
2022-07-2 16:00,Oh Wonder,Landslide,1151
2022-07-2 16:00,Oh Wonder,All We Do,31021
2022-07-2 16:00,Lil Uzi Vert,The Way Life Goes (feat. Oh Wonder),14564
2022-07-2 16:04,Oh Wonder,Drive,195725
2022-07-2 16:07,Oh Wonder,Don't You Worry,219074
2022-07-2 16:10,Whethan,Superlove (feat. Oh Wonder),184181
2022-07-2 16:13,Oh Wonder,All About You,166583
2022-07-2 16:16,Olivia Rodrigo,"All I Want - From ""High School Musical: The Musical: The Series""",176641
2022-07-2 16:20,Lewis Capaldi,Forever,210000
2022-07-2 16:22,Tate McRae,that way,174318
2022-07-2 16:27,Christina Perri,A Thousand Years,284041
2022-07-2 16:31,Ali Gatie,It's You,211821
2022-07-2 16:34,Sam Smith,Too Good At Goodbyes,200156
2022-07-2 16:35,Seafret,Atlantis,48221
2022-07-2 16:39,Jaymes Young,Infinity,236870
2022-07-2 16:42,Miley Cyrus,Angels Like You,195711
2022-07-2 16:46,Calum Scott,You Are The Reason,203529
2022-07-2 16:49,Olivia Rodrigo,traitor,228312
2022-07-2 16:54,Kevin Kaarl,San Lucas,19279
2022-07-2 16:54,Paloma Faith,Only Love Can Hurt Like This - Slowed Down Version,256739
2022-07-2 16:56,Kodaline,All I Want,115564
2022-07-2 16:57,Polimá Westcoast,ULTRA SOLO REMIX,389
2022-07-2 16:57,Maluma,Nos Comemos Vivos,37943
2022-07-2 17:00,Polimá Westcoast,ULTRA SOLO REMIX,188226
2022-07-2 17:00,Duki,Antes de Perderte,588
2022-07-2 17:03,Tiago PZK,Nos Comemos (feat. Ozuna),190323
2022-07-2 17:05,Duki,Antes de Perderte,138448
2022-07-2 17:06,Ariana Grande,Just A Little Bit Of Your Heart,43920
2022-07-3 14:20,Selena Gomez,The Heart Wants What It Wants,227373
2022-07-3 14:23,One Direction,Over Again,182040
2022-07-3 14:26,Olivia Rodrigo,"1 step forward, 3 steps back",163586
2022-07-3 14:29,Luísa Sonza,penhasco.,186121
2022-07-3 14:32,Liam Payne,Depend On It,171450
2022-07-3 14:37,Kodaline,All I Want,305746
2022-07-3 14:40,Olivia Rodrigo,enough for you,202826
2022-07-3 14:45,Little Mix,"Secret Love Song, Pt. II",266925
2022-07-3 14:48,Shawn Mendes,Perfectly Wrong,212773
2022-07-3 14:51,Olivia Rodrigo,favorite crime,152666
2022-07-3 14:54,5 Seconds of Summer,Ghost Of You,197411
2022-07-3 15:00,Harry Styles,Fine Line,377960
2022-07-3 15:04,Harry Styles,Meet Me in the Hallway,227200
2022-07-3 15:08,One Direction,If I Could Fly,230320
2022-07-3 15:11,Birdy,Deep End,208840
2022-07-3 15:14,Noah Cyrus,July,156106
2022-07-3 15:18,Alessia Cara,Out Of Love,225241
2022-07-3 15:18,Alessia Cara,Out Of Love,3006
2022-07-3 15:22,Niall Horan,Still,251750
2022-07-3 15:27,Amber Run,I Found,272602
2022-07-3 15:30,Billie Eilish,Bored,179884
2022-07-3 15:34,Olivia Rodrigo,drivers license,241951
2022-07-3 15:38,Harry Styles,Falling,239862
2022-07-3 15:42,Hannah Montana,I'll Always Remember You,232849
2022-07-3 15:45,Olivia Rodrigo,happier,175821
2022-07-3 15:50,Bon Iver,Rosyln,289390
2022-07-3 15:53,Julia Michaels,What A Time (feat. Niall Horan),173244
2022-07-3 15:57,Hailee Steinfeld,Wrong Direction,248894
2022-07-3 16:00,Lord Huron,The Night We Met,208143
2022-07-3 16:04,Katy Perry,The One That Got Away,227137
2022-07-3 16:08,Little Mix,Love Me or Leave Me,206425
2022-07-3 16:10,Gracie Abrams,"I miss you, I’m sorry",167485
2022-07-3 16:14,Halsey,Sorry,219869
2022-07-3 16:19,Taylor Swift,Better Man (Taylor's Version) (From The Vault),296913
2022-07-3 16:22,Olivia O'Brien,Complicated,188963
2022-07-3 16:26,Olivia Rodrigo,traitor,229157
2022-07-3 16:31,Billie Eilish,Happier Than Ever,298840
2022-07-3 16:34,Jão,Não Te Amo,179931
2022-07-3 16:38,Selena Gomez,Lose You To Love Me,206355
2022-07-3 16:41,Ashe,Moral of the Story (feat. Niall Horan) - Bonus Track,198368
2022-07-3 16:45,Madison Beer,Selfish,222841
2022-07-3 16:48,Troye Sivan,The Fault in Our Stars,187152
2022-07-3 16:52,Lewis Capaldi,Forever,209861
2022-07-3 16:56,Taylor Swift,august,261851
2022-07-3 17:00,Conan Gray,The Story,245202
2022-07-3 17:04,Harry Styles,From the Dining Table,211928
2022-07-3 17:07,Duncan Laurence,Arcade,183553
2022-07-3 17:11,Niall Horan,Flicker,257719
2022-07-3 17:15,Taylor Swift,cardigan,239513
2022-07-3 17:18,The Walters,I Love You So,159939
2022-07-4 10:33,Harry Styles,"Girl Crush - Recorded at Metropolis Studios, London",1184
2022-07-4 16:19,Harry Styles,"Girl Crush - Recorded at Metropolis Studios, London",242064
2022-07-4 16:23,Conan Gray,Heather,197670
2022-07-4 16:26,Billie Eilish,Bored,179573
2022-07-4 16:36,Lewis Capaldi,Forever,87354
2022-07-4 16:57,Lewis Capaldi,Forever,122272
2022-07-4 17:02,Taylor Swift,Better Man (Taylor's Version) (From The Vault),296674
2022-07-4 17:06,Alessia Cara,Out Of Love,227258
2022-07-4 17:10,Taylor Swift,cardigan,238481
2022-07-4 17:16,Taylor Swift,All Too Well,328691
2022-07-4 17:20,Adele,Love In The Dark,285646
2022-07-4 17:23,Olivia Rodrigo,"1 step forward, 3 steps back",163210
2022-07-4 17:26,Liam Payne,Depend On It,171156
2022-07-4 17:30,Conan Gray,Astronomy,243649
2022-07-4 17:33,Noah Cyrus,July,155665
2022-07-4 17:37,Taylor Swift,tolerate it,245178
2022-07-4 17:42,Kodaline,All I Want,305298
2022-07-4 17:46,Madison Beer,Selfish,222936
2022-07-4 17:51,Bon Iver,Rosyln,289206
2022-07-4 17:55,Harry Styles,"Girl Crush - Recorded at Metropolis Studios, London",243446
2022-07-4 17:59,Niall Horan,Still,251367
2022-07-4 18:03,Niall Horan,Flicker,257703
2022-07-4 18:07,Lord Huron,The Night We Met,207939
2022-07-4 18:50,Olivia Rodrigo,drivers license,193238
2022-07-4 18:53,Gracie Abrams,"I miss you, I’m sorry",167119
2022-07-4 18:56,Jome,Cinnamon,203704
2022-07-4 19:01,Billie Eilish,Happier Than Ever,298430
2022-07-4 19:06,Kodaline,All I Want,304980
2022-07-4 19:11,Sleeping At Last,Already Gone,242491
2022-07-4 19:13,Noah Cyrus,July,155645
2022-07-4 19:17,Charlie Puth,Dangerously,198692
2022-07-4 19:19,Liam Payne,Depend On It,171005
2022-07-4 19:23,Ariana Grande,Just A Little Bit Of Your Heart,232088
2022-07-4 19:28,Niall Horan,Flicker,257607
2022-07-4 19:31,Billie Eilish,Bored,179614
2022-07-4 19:41,Taylor Swift,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),612684
2022-07-4 19:45,Halsey,Sorry,219227
2022-07-4 19:48,Shawn Mendes,Perfectly Wrong,212430
2022-07-4 19:54,Taylor Swift,All Too Well,328529
2022-07-4 19:57,Luísa Sonza,penhasco.,185587
2022-07-4 20:01,Olivia Rodrigo,traitor,228878
2022-07-4 20:04,Birdy,Deep End,208427
2022-07-4 20:09,Adele,Love In The Dark,285694
2022-07-4 20:13,Harry Styles,From the Dining Table,211702
2022-07-4 20:16,Duncan Laurence,Arcade,183158
2022-07-4 20:20,Hailee Steinfeld,Wrong Direction,248534
2022-07-4 20:23,Julia Michaels,What A Time (feat. Niall Horan),172926
2022-07-4 20:26,The Walters,I Love You So,159645
2022-07-4 20:29,Shawn Mendes,It'll Be Okay,222362
2022-07-4 20:33,Billie Eilish,lovely (with Khalid),199612
2022-07-4 20:37,Selena Gomez,The Heart Wants What It Wants,226944
2022-07-4 20:41,Conan Gray,Astronomy,243376
2022-07-4 20:44,Selena Gomez,Lose You To Love Me,206154
2022-07-4 20:49,Bon Iver,Rosyln,289160
2022-07-4 20:53,Conan Gray,The Story,244306
2022-07-4 20:57,Katy Perry,The One That Got Away,226852
2022-07-4 21:02,Billie Eilish,i love you,291264
2022-07-4 21:05,Olivia Rodrigo,"1 step forward, 3 steps back",163131
2022-07-4 21:08,Little Mix,Love Me or Leave Me,206199
2022-07-4 23:30,Conan Gray,Heather,1470
2022-07-4 23:31,lost.,Let Her Go,1470
2022-07-4 23:31,Timmy Commerford,At My Worst,0
2022-07-4 23:34,Timmy Commerford,At My Worst,162943
2022-07-4 23:36,lost.,Stereo Love,129137
2022-07-4 23:39,Michelle Ray,I Don't Want To Miss A Thing,195795
2022-07-4 23:42,Michelle Ray,Fix You,169545
2022-07-4 23:46,lost.,Outside,210613
2022-07-4 23:50,Benlon,Fireflies,251401
2022-07-4 23:53,lost.,Let Her Go,202367
2022-07-4 23:56,lost.,Drivers License,178827
2022-07-4 23:59,Honeyfox,Creep,163389
2022-07-5 0:02,lost.,What Is love,170872
2022-07-5 0:04,Honeyfox,Forever Young,145931
2022-07-5 0:41,Honeyfox,Comethru,166117
2022-07-5 0:41,Honeyfox,Comethru,28561
2022-07-5 0:45,Benlon,To Die For,202190
2022-07-5 0:49,lost.,My Heart Will Go On,269414
2022-07-5 0:52,Honeyfox,Need You Now,142172
2022-07-5 0:55,Honeyfox,Dancing With Your Ghost,181161
2022-07-5 0:59,Shiah Maisel,Happy For You,271896
2022-07-5 1:02,Leggiero,Apologize,175525
2022-07-5 1:05,Honeyfox,Love Yourself,151930
2022-07-5 1:08,AXA,As The World Falls Down,183442
2022-07-5 1:11,lost.,You Are The Reason,203664
2022-07-5 1:14,Onyra,Meant to Be,162597
2022-07-5 9:22,caravan,Another Love,30428
2022-07-5 9:22,Honeyfox,Comethru,8382
2022-07-5 9:26,MYA,2:50 Remix,231708
2022-07-5 9:30,Rauw Alejandro,Desesperados,224996
2022-07-5 9:32,TINI,La Triple T,167674
2022-07-5 9:36,Rusherking,NOW,192507
2022-07-5 9:38,FABRO,"Suelta, Sola y Tranquila (feat. MYA)",149929
2022-07-5 9:41,Tiago PZK,Nos Comemos (feat. Ozuna),191086
